freq_hz,R1_dB,R2_dB,R3_dB,R4_dB,R5_dB,R6_dB
2.825712265711043528e+03,7.185967251639313247e+01,5.746718305287507889e+01,7.400322155254173140e+01,7.703141104039701759e+01,7.702189667637495063e+01,7.763201825392668809e+01
2.825906713293324628e+03,7.678406227882761925e+01,6.635579121764583022e+01,7.725560248403083108e+01,8.300268205900783869e+01,8.245992275200634936e+01,8.224735317319165517e+01
2.826101160875606183e+03,7.626086947400887084e+01,6.581379808285409183e+01,7.487463443065172441e+01,8.378286932108429141e+01,8.309169577636340875e+01,8.109710666534556367e+01
2.826295608457887283e+03,7.259410705177685941e+01,5.605784316832352943e+01,7.029609428160740947e+01,8.180260490059730216e+01,8.041719940813695189e+01,7.676413398250105047e+01
2.826490056040168383e+03,7.052656426075414231e+01,5.834233610313898311e+01,6.489085467131505425e+01,8.019969802873481513e+01,7.739382179261662031e+01,7.218931927281875005e+01
2.826684503622449938e+03,6.878702297266306687e+01,6.176297608085369006e+01,5.572766057053166122e+01,7.948615058407385447e+01,7.629253562546166734e+01,7.102439215001473372e+01
2.826878951204731038e+03,7.032935778264155147e+01,6.268322557723857358e+01,6.209234011179561463e+01,7.887978646335474764e+01,7.524259124031161150e+01,7.226786822219779083e+01
2.827073398787012138e+03,7.279151611314476611e+01,6.270297006302123322e+01,6.731668350569863435e+01,7.901903972091170658e+01,7.574286717252792300e+01,7.323730707191054989e+01
2.827267846369293693e+03,7.373109005005403560e+01,6.154167771807572507e+01,7.048716881665698963e+01,7.869444858675528565e+01,7.540392180421616786e+01,7.436908791615610426e+01
2.827462293951574793e+03,7.234231343825872784e+01,5.865656508740701724e+01,7.021787338473706086e+01,7.736929410082291270e+01,7.357098928086342937e+01,7.401637265948883737e+01
2.827656741533855893e+03,6.827746355607035866e+01,5.457434842650518192e+01,6.618870066069223412e+01,7.379031753260069593e+01,7.029471913909581815e+01,7.157931067447771056e+01
2.827851189116137448e+03,5.926278779720835388e+01,5.079480093535036644e+01,5.611443851785384851e+01,6.154185813102748170e+01,5.535631233162156661e+01,6.302529413018013571e+01
2.828045636698418548e+03,6.181505320240894719e+01,5.492743741938856772e+01,5.850772899171872155e+01,6.399356964416065097e+01,5.875325711555538533e+01,6.537888589469945089e+01
2.828240084280699648e+03,7.204559287062245687e+01,6.336060488937884827e+01,6.766577764072999912e+01,7.510957690405449227e+01,7.134771975055369353e+01,7.525821404859863151e+01
2.828434531862981203e+03,7.920092087909407041e+01,6.876720775068191926e+01,7.466163460748559544e+01,8.025813733605053812e+01,7.359923927861140669e+01,8.310236417091149974e+01
2.828628979445262303e+03,8.354605495359415102e+01,7.637396791404037799e+01,7.658671228144883969e+01,8.262175403992651468e+01,7.900771605239194173e+01,8.596745244924969143e+01
2.828823427027543403e+03,8.577334574211292306e+01,7.994398333831563264e+01,7.473671684899356649e+01,8.220089015655950959e+01,8.125551535936615721e+01,8.681493377495827701e+01
2.829017874609824503e+03,8.553449877274812252e+01,7.951673090730947990e+01,7.149347099521509108e+01,7.682680643389818442e+01,7.730043942435932536e+01,8.695284502291730178e+01
2.829212322192106058e+03,8.143283254279515404e+01,7.536281487477711494e+01,6.805609211878481801e+01,5.546199521208599492e+01,7.336604288099785265e+01,8.343890324609644438e+01
2.829406769774387158e+03,7.302835987118922390e+01,6.925319537438707584e+01,6.617430850920852947e+01,6.271675148707146974e+01,6.951992714605660240e+01,7.422983365220008523e+01
2.829601217356668258e+03,7.363748380549851902e+01,6.935792396155076744e+01,6.875887481356666342e+01,6.628706272410273925e+01,6.955379904293727122e+01,7.402930434198974297e+01
2.829795664938949812e+03,7.536387406286685575e+01,7.131788821283552693e+01,7.218296834229990111e+01,7.147618605918863466e+01,7.349421454719441726e+01,7.512766299648890822e+01
2.829990112521230913e+03,7.276552848302485188e+01,7.020211309081156514e+01,7.115182034650186438e+01,7.185533870060793049e+01,7.511405520520762025e+01,7.330752416293691454e+01
2.830184560103512013e+03,6.949079916084653519e+01,6.686299857902338317e+01,7.057851576979612673e+01,7.090783129250195316e+01,7.467448756897009332e+01,7.068820146755930978e+01
2.830379007685793567e+03,7.223165717804241126e+01,6.700655851536728846e+01,7.379620814461593170e+01,7.206340392123307481e+01,7.528662234378731455e+01,7.303870519363236724e+01
2.830573455268074667e+03,7.346919577396370471e+01,6.682450460266169046e+01,7.603314611027231251e+01,7.338618941296054743e+01,7.713581483464588473e+01,7.492271153864122368e+01
2.830767902850355767e+03,7.310376929109926891e+01,6.180969361878155865e+01,7.644550731292967782e+01,7.370560748426845521e+01,7.715573485251374564e+01,7.605362373297774070e+01
2.830962350432637322e+03,6.985642149128777589e+01,5.298286274144157204e+01,7.474079308680114764e+01,7.205162578936348439e+01,7.475613703091585194e+01,7.525368437260817700e+01
2.831156798014918422e+03,7.001877169383787702e+01,6.195100591769696052e+01,7.574845092770738120e+01,7.396896890523933621e+01,7.653769250686229952e+01,7.623439175211842667e+01
2.831351245597199522e+03,7.385728570279205485e+01,6.865385845212063032e+01,8.167725908506881183e+01,7.845675505510811831e+01,8.043329725097073890e+01,8.137003433421178045e+01
2.831545693179481077e+03,7.686840702862075148e+01,7.021524808763723513e+01,8.528452451369037135e+01,8.067865203458879364e+01,8.301740518543579128e+01,8.428996150900486839e+01
2.831740140761762177e+03,7.675129125860449619e+01,6.361614575225725332e+01,8.660699999620568690e+01,8.183128273516987861e+01,8.412774577964285072e+01,8.519106085567996445e+01
2.831934588344043277e+03,7.283860175514745094e+01,5.400404197304899867e+01,8.604099836936686074e+01,8.108631801556839491e+01,8.247611660272090717e+01,8.474373788813225872e+01
2.832129035926324832e+03,7.239004728473949513e+01,5.876784605916750337e+01,8.347524496757905865e+01,7.816921461682231609e+01,7.815705751117502587e+01,8.212392757985172409e+01
2.832323483508605932e+03,7.191629563909333456e+01,5.973267145493275621e+01,7.997828213810439024e+01,7.494531097896984306e+01,7.387427995864331365e+01,7.793159195794109451e+01
2.832517931090887032e+03,7.134189334517894565e+01,5.656946389545970533e+01,7.725877425448153701e+01,7.302249431885500996e+01,7.306110317602910698e+01,7.664656271761882067e+01
2.832712378673168587e+03,6.986190428833555188e+01,5.219607204275735768e+01,7.457933678291517765e+01,7.107650047988650499e+01,7.251447015729992529e+01,7.509779882916853921e+01
2.832906826255449687e+03,6.595792773637749917e+01,5.298920186857667858e+01,7.069338051052528726e+01,6.647691539812180395e+01,6.962109868714536276e+01,7.137592180444114831e+01
2.833101273837730787e+03,5.971242158449481963e+01,4.966761460254279115e+01,6.233478146001345976e+01,5.758511807168625296e+01,6.121945214839306715e+01,6.163571556709193544e+01
2.833295721420011887e+03,5.890661771204855768e+01,4.967353132567988894e+01,6.227056985817856116e+01,5.540687737434134164e+01,6.169212372596781080e+01,6.281145766810186615e+01
2.833490169002293442e+03,6.183688412629607711e+01,5.518972775957126942e+01,6.526578793420458169e+01,5.767545734016437109e+01,6.394050491749158027e+01,6.462812785868368337e+01
2.833684616584574542e+03,6.094257421539697361e+01,5.532956563001264527e+01,6.488232792159357132e+01,5.553306639075978524e+01,6.327084586007857325e+01,6.410453025853134079e+01
2.833879064166855642e+03,6.971667146360245226e+01,6.334628914401073985e+01,7.255934988717146439e+01,5.965968675499472340e+01,7.015400355374138996e+01,7.241677106216407367e+01
2.834073511749137197e+03,7.459763074848703468e+01,6.700728632907534177e+01,7.695915340971835406e+01,5.365727393622756125e+01,7.470340555035362229e+01,7.839503475538954547e+01
2.834267959331418297e+03,7.729960164521089894e+01,6.983043853416359070e+01,7.861641491354454558e+01,6.528097273047576721e+01,7.634989488386528933e+01,8.144018896691255804e+01
2.834462406913699397e+03,7.892965072039410757e+01,7.232800492005975457e+01,7.868299344374726445e+01,7.425634933575318541e+01,7.666431662722600038e+01,8.206228747173851445e+01
2.834656854495980951e+03,7.893727918424588097e+01,7.424609207601010041e+01,7.722733590498309297e+01,7.753598320920053766e+01,7.514363945782142196e+01,8.087741911457388255e+01
2.834851302078262052e+03,7.704776772420521525e+01,7.357925518795052255e+01,7.311816974406286818e+01,7.799026144420363948e+01,7.110261118861593843e+01,7.895709645149631228e+01
2.835045749660543152e+03,7.353624121969647831e+01,7.056396968998880936e+01,6.471186642334673422e+01,7.623942992435806332e+01,6.836013745218612314e+01,7.542175998949048221e+01
2.835240197242824706e+03,6.861328593593273695e+01,6.761080068974152368e+01,5.990341339365524220e+01,7.325647779947284732e+01,6.553302224362850836e+01,7.273434571542549065e+01
2.835434644825105806e+03,7.002769172179080215e+01,6.863789535810934694e+01,6.811649346348698941e+01,7.593662645237492370e+01,6.645418625011687652e+01,7.361607523792488905e+01
2.835629092407386906e+03,7.253593014840029696e+01,7.111273700790485464e+01,7.371653808928229523e+01,7.750169940851552042e+01,6.810642832747051045e+01,7.376952556897522584e+01
2.835823539989668461e+03,7.115458093873498058e+01,6.947437601209698244e+01,7.622389915858455822e+01,7.612378924493361865e+01,6.475856870030648338e+01,7.513548387083412194e+01
2.836017987571949561e+03,6.809481148049644617e+01,6.876765809074436220e+01,7.686735731411992845e+01,7.337601149627946029e+01,5.949227777050268884e+01,7.670803567654844812e+01
2.836212435154230661e+03,6.819186317629424821e+01,6.742398574953972457e+01,7.742550490259799290e+01,7.128912009964444962e+01,4.805778539383831571e+01,7.744807298754578540e+01
2.836406882736512216e+03,6.729148305013220011e+01,6.758949483368365918e+01,7.676346591114032947e+01,7.011916194536749458e+01,5.381657378853869744e+01,7.612657953974115799e+01
2.836601330318793316e+03,5.741087953668983346e+01,5.803958934602501785e+01,6.754083278057207451e+01,6.145607370906726885e+01,4.563545468826988838e+01,6.629620207881893634e+01
2.836795777901074416e+03,6.250335748186279972e+01,6.690122560154138398e+01,7.501066161461736215e+01,7.071436918672155514e+01,5.948795643541372868e+01,7.365623051546316447e+01
2.836990225483355971e+03,6.826131751545554494e+01,7.083956925017739081e+01,8.202873206551930707e+01,7.930289252677441425e+01,6.674417568611383444e+01,8.042304610217303207e+01
2.837184673065637071e+03,6.927442021441522968e+01,7.232870170911076002e+01,8.375061124387792688e+01,8.222216437042590087e+01,6.960425222615117491e+01,8.263321522796422869e+01
2.837379120647918171e+03,6.931809761311455986e+01,7.488794310854117953e+01,8.271318196526698330e+01,8.195381607192337015e+01,6.848694664210009364e+01,8.290054613060576116e+01
2.837573568230199271e+03,6.757187646261205316e+01,7.374347643281703313e+01,7.965387439674165648e+01,7.981682844948957722e+01,6.170281474514371922e+01,8.106466574606702125e+01
2.837768015812480826e+03,6.278133999216494487e+01,6.887013551538223055e+01,7.504510117633542166e+01,7.685886054358479669e+01,5.559656257840249083e+01,7.678026333546969795e+01
2.837962463394761926e+03,5.963085507191021861e+01,6.545958295499066537e+01,7.118468270950037891e+01,7.468793360446905183e+01,6.052292309067258458e+01,7.297254879021882346e+01
2.838156910977043026e+03,6.078594507841781791e+01,6.693058744856691078e+01,7.213393879140978981e+01,7.666277902043950121e+01,6.402958427456772483e+01,7.624177437509749211e+01
2.838351358559324581e+03,6.054497605984451525e+01,6.911274885326801609e+01,7.315061864488411913e+01,7.874405009098803987e+01,6.688488343818602289e+01,7.897248939681549018e+01
2.838545806141605681e+03,6.273549404645596894e+01,7.012187807857614530e+01,7.111908724034699958e+01,7.851768855042209339e+01,6.676545667658780303e+01,7.908759230641393856e+01
2.838740253723886781e+03,6.445546218192808396e+01,6.820176908475352207e+01,6.369887855042391323e+01,7.679681062321859031e+01,6.462628582101859820e+01,7.707491028245370046e+01
2.838934701306168336e+03,6.337381150337031244e+01,6.368790929295816738e+01,4.923387044196527995e+01,7.427310556086457893e+01,6.255791339233272907e+01,7.382244877805801764e+01
2.839129148888449436e+03,5.874588792425561223e+01,5.881492623185189927e+01,5.725739314222448684e+01,6.935976606017266022e+01,5.874970556182702097e+01,6.807292445416645421e+01
2.839323596470730536e+03,5.194823817131982224e+01,5.291190872883144891e+01,5.692390532241627454e+01,6.472603810021257686e+01,5.486131235362978487e+01,6.063057903407863591e+01
2.839518044053012090e+03,5.358552799157853030e+01,5.723987545120757403e+01,6.300071340809773801e+01,6.979093485314224665e+01,5.927943190435932053e+01,6.541321567056701269e+01
2.839712491635293190e+03,5.966954187149284650e+01,6.484565800512895350e+01,7.272172968346954747e+01,7.780868495256227391e+01,6.639522303067698772e+01,7.358894852727581792e+01
2.839906939217574291e+03,6.899707226549426764e+01,6.720509776974094507e+01,7.996349028651658841e+01,8.361834206624823196e+01,7.066987094657399382e+01,7.950626606868414115e+01
2.840101386799855845e+03,7.450490438359162226e+01,6.780542938183428703e+01,8.381283728757408369e+01,8.667340842300804127e+01,7.281292266126033041e+01,8.223866724132477657e+01
2.840295834382136945e+03,7.633921122129596881e+01,7.033731562110983759e+01,8.451003328878941545e+01,8.723003500017358647e+01,7.472269539571817631e+01,8.249191591613360686e+01
2.840490281964418045e+03,7.508718049920577187e+01,6.994462286624555247e+01,8.214448412161684132e+01,8.513280207416843837e+01,7.450311313091933130e+01,8.096635119865734964e+01
2.840684729546699600e+03,6.983487135760435649e+01,6.489414158620877515e+01,7.675105636486354399e+01,7.992288729528414137e+01,7.011600464761288265e+01,7.700707643384708945e+01
2.840879177128980700e+03,6.640550907084855226e+01,6.415248931760855555e+01,7.387871795205030878e+01,7.687473488742085692e+01,6.832443193632963130e+01,7.517593369691812200e+01
2.841073624711261800e+03,6.917927531626021675e+01,6.867179996162985844e+01,7.723604740426993942e+01,8.014323092876360022e+01,7.356943003879567300e+01,7.840309364712354068e+01
2.841268072293542900e+03,7.248438668490385339e+01,7.313833517762813585e+01,7.967104927307381956e+01,8.340100234900292264e+01,7.866819788250559498e+01,8.081050602886725187e+01
2.841462519875824455e+03,7.496033196152617961e+01,7.539744280655416730e+01,8.037378519564697399e+01,8.452686375688642784e+01,8.021935268727199286e+01,8.149815097094827365e+01
2.841656967458105555e+03,7.338501576697385076e+01,7.466279801485782741e+01,7.945724058453433258e+01,8.345667222903705351e+01,7.961844115826731638e+01,8.020892323610750907e+01
2.841851415040386655e+03,6.882843403453459530e+01,7.102902428725228390e+01,7.571843099307548641e+01,7.914597591655230246e+01,7.644294948418642832e+01,7.628563029216961411e+01
2.842045862622668210e+03,5.984142134208444475e+01,6.022877075261117596e+01,6.582840383328229450e+01,6.807605354625435723e+01,6.508555039117466379e+01,6.561672688207201531e+01
2.842240310204949310e+03,6.184152955643191518e+01,6.270259520288256283e+01,6.861185671004608366e+01,6.888389496141928703e+01,6.505826250116381004e+01,6.798185220112657134e+01
2.842434757787230410e+03,6.637297896318733592e+01,6.963907277418562103e+01,7.471848492586865120e+01,7.453185494157031599e+01,6.932338810209290614e+01,7.314023043203687280e+01
2.842629205369511965e+03,7.091903174852869540e+01,7.308141390250064262e+01,8.017949779311875602e+01,8.114891503325327449e+01,7.503433023280429381e+01,7.822575930148936152e+01
2.842823652951793065e+03,7.397905346016973738e+01,7.363150151834499013e+01,8.402590479248543431e+01,8.647769907522992128e+01,8.024069792438929483e+01,8.009829364824078368e+01
2.843018100534074165e+03,7.749662500427811551e+01,7.842260119651186301e+01,8.551468130252537492e+01,8.815380955420762632e+01,8.205335934192852676e+01,7.894108623192911978e+01
2.843212548116355720e+03,7.903315473832110172e+01,7.850096611029799476e+01,8.531119088258878946e+01,8.727528522764090724e+01,8.032088835174469921e+01,7.528181193914404901e+01
2.843406995698636820e+03,7.575744879635080054e+01,7.541125419234285232e+01,8.433250775317515036e+01,8.548961987680354468e+01,7.798157361296114232e+01,7.300123365682486565e+01
2.843601443280917920e+03,7.333808986860817924e+01,7.238133263864338574e+01,8.409688123527294579e+01,8.500222175326962315e+01,7.958692941010528443e+01,7.391255474187261143e+01
2.843795890863199475e+03,7.476067563842347852e+01,6.636139948987511161e+01,8.462202852520762519e+01,8.583278895405402409e+01,8.201245662120209090e+01,7.212780140505059023e+01
2.843990338445480575e+03,7.552494982818312508e+01,7.246663841791291816e+01,8.487885081012481692e+01,8.518690623553317209e+01,8.252362364799051875e+01,7.190495928399194270e+01
2.844184786027761675e+03,7.520825504904684067e+01,7.374789265190223375e+01,8.639490197793249138e+01,8.569877854530687955e+01,8.423053127080883939e+01,7.817811595038337202e+01
2.844379233610043229e+03,7.232852320566992432e+01,7.501878679480695666e+01,8.847426233415583852e+01,8.852049538240950710e+01,8.808364285907683211e+01,8.232185967863216547e+01
2.844573681192324329e+03,7.007312764209765987e+01,7.459643455954883962e+01,8.856880320930450523e+01,9.050759313343240819e+01,9.024756881423661525e+01,8.528049896806751917e+01
2.844768128774605429e+03,7.294409004814173159e+01,7.724465850951496293e+01,8.689187133519294548e+01,8.993217196530119395e+01,8.964113613802598479e+01,8.599979887524412447e+01
2.844962576356886984e+03,7.110209178433193244e+01,7.830060416491514275e+01,8.543726147187823017e+01,8.889000205156764878e+01,8.853236669951391491e+01,8.426824974931190582e+01
2.845157023939168084e+03,6.690197296885133937e+01,7.827928227193547173e+01,8.265191562517158275e+01,8.662267507925805887e+01,8.576683381492431124e+01,8.356230230311366824e+01
2.845351471521449184e+03,6.854452154865938951e+01,7.751852075880290727e+01,7.928831473057465473e+01,8.277177685367104232e+01,7.782517714408888310e+01,8.250499402877481714e+01
2.845545919103730284e+03,7.276448637176686418e+01,7.874387590702666273e+01,8.057449823774979336e+01,8.412903412503328582e+01,7.721809853964140302e+01,8.315014805070389059e+01
2.845740366686011839e+03,7.593285397970716133e+01,8.096971348741371344e+01,8.364412670976646780e+01,8.717907907330243233e+01,8.204324273909162457e+01,8.691080553606730064e+01
2.845934814268292939e+03,7.585074701777593020e+01,8.206087314605711924e+01,8.324851787246578283e+01,8.749842007754033091e+01,8.342363989456514162e+01,8.909350687523121337e+01
2.846129261850574039e+03,7.505771192277619264e+01,8.115225658779641549e+01,7.989286817011350195e+01,8.426318718380429118e+01,8.023293754588760862e+01,8.865468595024520937e+01
2.846323709432855594e+03,7.098053953353102941e+01,8.037293868316896805e+01,7.793781112725446292e+01,8.072749679041754689e+01,7.371593034040026282e+01,8.705901549104788728e+01
2.846518157015136694e+03,7.027344216939960120e+01,7.905104765077064144e+01,7.595644875171488763e+01,7.789643414296426727e+01,6.719345745452132235e+01,8.456859912335448826e+01
2.846712604597417794e+03,6.954809409566375678e+01,7.301340357454684238e+01,7.178572900058415485e+01,7.376321083653709820e+01,6.719338506935667965e+01,7.934108706405990574e+01
2.846907052179699349e+03,6.655748478675914725e+01,7.198680058069071208e+01,7.176490192097828924e+01,7.363157429861784919e+01,6.929527206692272046e+01,7.543846507159655346e+01
2.847101499761980449e+03,6.896329440907643971e+01,7.555028069252337275e+01,7.573077711589212413e+01,7.797302714272923652e+01,7.502175912704726102e+01,7.781340315155098608e+01
2.847295947344261549e+03,6.936356451958340585e+01,7.542044012326640257e+01,7.695393552411879057e+01,7.913238459302620242e+01,7.791276692140047544e+01,7.601475637464308477e+01
2.847490394926543104e+03,6.874884552595064235e+01,7.353646378316810228e+01,7.519414414508783295e+01,7.638061120489267353e+01,7.428346525352745289e+01,7.010393515028657418e+01
2.847684842508824204e+03,6.627433838105288544e+01,7.391323269580121291e+01,7.379695335695339509e+01,7.375896074300391092e+01,7.159210532125320015e+01,6.950738095626063284e+01
2.847879290091105304e+03,6.844497210189811653e+01,7.597692727837656435e+01,7.560595398226250552e+01,7.685570902015398076e+01,7.598269956476369202e+01,6.323708003332740901e+01
2.848073737673386859e+03,6.822083579954743016e+01,7.705327885658891773e+01,7.650139996506395335e+01,7.816429042543329331e+01,7.788640336649572760e+01,7.143446945926166336e+01
2.848268185255667959e+03,7.172171332287474854e+01,7.843923328352765623e+01,7.731509801249329428e+01,7.782479496199302105e+01,7.765452181484306493e+01,7.746564431620768687e+01
2.848462632837949059e+03,7.276664324132272554e+01,7.943812613043184001e+01,7.759957901790079404e+01,7.815147012165873264e+01,7.963124735685883593e+01,8.092900553027743626e+01
2.848657080420230614e+03,7.235317312038907289e+01,7.825996719354972697e+01,7.663165429930110406e+01,7.777112126957716498e+01,7.735578938629890899e+01,8.135893071019913236e+01
2.848851528002511714e+03,6.896958721035343842e+01,7.574586540118369271e+01,7.352564218122367379e+01,7.370604539787936460e+01,6.976597853202436283e+01,7.876221558690131985e+01
2.849045975584792814e+03,6.261823024445585872e+01,7.213391452416887262e+01,7.038317280584017510e+01,6.895573191850500905e+01,7.062133118494880080e+01,7.500774018276642607e+01
2.849240423167074368e+03,6.215409104332698575e+01,6.672797890016134659e+01,6.902802600073387396e+01,6.633747282264727119e+01,6.896157578669770771e+01,7.347972224799649155e+01
2.849434870749355468e+03,6.187482518023115574e+01,6.413990006011366063e+01,6.712471868873277003e+01,6.124265266446863620e+01,6.495156677623371877e+01,7.243595097740913502e+01
2.849629318331636568e+03,6.271167939421885507e+01,6.495881781336564131e+01,6.656148844064709635e+01,6.194668443600473751e+01,6.559664757331330520e+01,7.057027679013458510e+01
2.849823765913917669e+03,6.464844973736774136e+01,6.269998795033689021e+01,6.789618531510305388e+01,6.453115499001940236e+01,6.576463011465324371e+01,7.215799091899756945e+01
2.850018213496199223e+03,6.029100232881270216e+01,6.341971491676896733e+01,6.682748849980572459e+01,6.759014798273300073e+01,6.656204474021264161e+01,7.029216711663680428e+01
2.850212661078480323e+03,5.476225187301130859e+01,6.394268477678583906e+01,6.414650554681001893e+01,6.605874019143610099e+01,6.163468164345964340e+01,6.698579436437830736e+01
2.850407108660761423e+03,4.401217931203550648e+01,6.227863122958499531e+01,5.899243943020724856e+01,6.212719593926681227e+01,5.984085563757045634e+01,6.135293282402039949e+01
2.850601556243042978e+03,5.106180745148471090e+01,6.907394522687498295e+01,6.514315819810360608e+01,6.791149946957344241e+01,6.562729846797081734e+01,6.910066379525420643e+01
2.850796003825324078e+03,6.610920320727177568e+01,7.891994460119337873e+01,7.743459454818381005e+01,7.806748770083571287e+01,7.909489461618358064e+01,7.780493301362170655e+01
2.850990451407605178e+03,7.337425435701709375e+01,8.688902418742540590e+01,8.342223989415714414e+01,8.293622784888655985e+01,8.676945711975820075e+01,8.299232121261181305e+01
2.851184898989886733e+03,7.674481588742609972e+01,9.129995524959210229e+01,8.739482652337889590e+01,8.632144418862951341e+01,8.943110256427651450e+01,8.576784641305307844e+01
2.851379346572167833e+03,7.804267728651302605e+01,9.176112811651179868e+01,8.950647736578069669e+01,8.754128154317179167e+01,9.066748329080952828e+01,8.600091852575945950e+01
2.851573794154448933e+03,7.597711075246556334e+01,8.943378716014393603e+01,8.943704327915887120e+01,8.558116022775392651e+01,9.301151597250223801e+01,8.785789429341632228e+01
2.851768241736730488e+03,6.942041927394053857e+01,8.629794848825008557e+01,8.821726051214773179e+01,8.049338742904807020e+01,9.270338907421168528e+01,8.965163838651243111e+01
2.851962689319011588e+03,6.808844605704760511e+01,8.051900461552480692e+01,8.608135517505425582e+01,7.717143690092591157e+01,8.890418662605591749e+01,8.824412927330354250e+01
2.852157136901292688e+03,6.076482208606958579e+01,6.958871789796968699e+01,8.221750665294132432e+01,7.593496196920699504e+01,8.319813192980903693e+01,8.561159486746572611e+01
2.852351584483574243e+03,5.704150511433656590e+01,6.609106779287955646e+01,7.604832354246330794e+01,7.099735187056649011e+01,7.883840153718712429e+01,8.039769187879267065e+01
2.852546032065855343e+03,6.710590260660617901e+01,7.453663551831385803e+01,7.917603038522005932e+01,7.466838548278646215e+01,8.380008584624165735e+01,8.413166265231426166e+01
2.852740479648136443e+03,7.764527354822685368e+01,8.010658263941137136e+01,8.590832590988529205e+01,7.594493137991558740e+01,8.926562294525554364e+01,8.940648722033398599e+01
2.852934927230417998e+03,8.092281763362399261e+01,8.387995487864564836e+01,9.036631722926566113e+01,7.922667277905632943e+01,9.090719728344949147e+01,9.353761401301697731e+01
2.853129374812699098e+03,8.240448867970074787e+01,8.671596783220975624e+01,9.186372780857172415e+01,8.676047852439155861e+01,9.378066561630744502e+01,9.546521464477065422e+01
2.853323822394980198e+03,8.164032049944752600e+01,8.744167957396207669e+01,9.130423798667607116e+01,8.953053165097711030e+01,9.545000638178997576e+01,9.597480646838775442e+01
2.853518269977261298e+03,8.282773428939540850e+01,8.755453074262256052e+01,9.021833301707992803e+01,9.119590715583777296e+01,9.669566624234002461e+01,9.611155563977420968e+01
2.853712717559542853e+03,8.239141463549526634e+01,8.715045515678261268e+01,9.135523209834859415e+01,9.160517383116251722e+01,9.731059767687888495e+01,9.793711115292568081e+01
2.853907165141823953e+03,8.246893095501263815e+01,9.034537948690859821e+01,9.327213043854615648e+01,9.287832485455524534e+01,9.887072844534814919e+01,9.941005432690877797e+01
2.854101612724105053e+03,8.836691837969226526e+01,9.119085882307095403e+01,9.309448090952648158e+01,9.410154376070066462e+01,1.002649553824458621e+02,9.817793047001899254e+01
2.854296060306386607e+03,8.837442267350425595e+01,8.788958861897761210e+01,9.034032562368753361e+01,9.139636568726589871e+01,9.807941513125621213e+01,9.551456475499931287e+01
2.854490507888667707e+03,8.489599313702186123e+01,8.371655228337088772e+01,8.369102586356092388e+01,8.467825800974303263e+01,9.238119961502795263e+01,9.172445587884256213e+01
2.854684955470948807e+03,8.157121894400690110e+01,7.917758059557502293e+01,7.195165044080376049e+01,8.143773837714498143e+01,8.750431784986378148e+01,8.760462306813371924e+01
2.854879403053230362e+03,8.119718910763421604e+01,8.129650043868339537e+01,7.254615805402372075e+01,8.364573659093861124e+01,8.905094722189957679e+01,8.824695256950677447e+01
2.855073850635511462e+03,8.094139431934803497e+01,8.129470694561535993e+01,7.753578580330650993e+01,8.459033888456704631e+01,8.869237915479808976e+01,8.698105502170943737e+01
2.855268298217792562e+03,7.503771718568447113e+01,7.783363539356255956e+01,7.615081387087923304e+01,8.048144968254052856e+01,8.357507879177775578e+01,8.224425334196288873e+01
2.855462745800074117e+03,6.910515405091459229e+01,6.891624416025165090e+01,7.200314213802911922e+01,7.292110997070298595e+01,7.523461207977449305e+01,7.112674192412526963e+01
2.855657193382355217e+03,7.417175803199387474e+01,8.051634758180186680e+01,8.204440059810218600e+01,8.023679956391249846e+01,8.379101467118218238e+01,7.923970330952218433e+01
2.855851640964636317e+03,7.743394787927419998e+01,8.213358597235442460e+01,8.666936067712404679e+01,8.294027466818008065e+01,8.610424816902779810e+01,7.950494871313962619e+01
2.856046088546917872e+03,7.681558881838883224e+01,8.124287739152779864e+01,8.717448619797279719e+01,8.161232607346610735e+01,8.422717659560530024e+01,7.697097449698918581e+01
2.856240536129198972e+03,7.227412395932789480e+01,8.061455856562599820e+01,8.435203598512323708e+01,7.891293579467465236e+01,8.264117134719941760e+01,7.485650883673341127e+01
2.856434983711480072e+03,6.579430718288010382e+01,7.543659370726503255e+01,7.985063459445788681e+01,7.395191383928434448e+01,7.770913032861538738e+01,6.948817209817666196e+01
2.856629431293761627e+03,6.875947325143442868e+01,7.677845983978129141e+01,8.264210490986215518e+01,7.536161372872764730e+01,7.937176481263327332e+01,7.237441216902907115e+01
2.856823878876042727e+03,7.221322033472016244e+01,8.162281172551504937e+01,8.929720575234907187e+01,7.932333863829659037e+01,8.466034923393647205e+01,8.337345911954145095e+01
2.857018326458323827e+03,8.015513762177677393e+01,8.374913033107822002e+01,9.168210251227229435e+01,7.918962146680185299e+01,8.755360275766749112e+01,8.783653794775975143e+01
2.857212774040605382e+03,8.262109183644832910e+01,8.447182524923248081e+01,9.054465845917047773e+01,8.031300548734839140e+01,8.781760073098934072e+01,8.794517910902860081e+01
2.857407221622886482e+03,7.970836679329681829e+01,8.056883313574596173e+01,8.596777560894463477e+01,7.942848255376254940e+01,8.319621472776722726e+01,8.422431194648638098e+01
2.857601669205167582e+03,7.072279429535595341e+01,6.769522521445236407e+01,7.612949003023364014e+01,7.153083987369180363e+01,7.270097084882824845e+01,7.564360124752292336e+01
2.857796116787448682e+03,6.567151874819595037e+01,6.578686611730097411e+01,7.301615204521672808e+01,6.984624006960497411e+01,7.075399087012573318e+01,7.264956623569440808e+01
